"Date","DailyMoveCat","CloseDiffCat","ONDiffCat","SpreadCat"
2009-02-04,"Up","Up","Up","Up"
2009-02-03,"Down","Down","No Move","Up"
2009-02-02,"Up","Up","No Move","Down"
2009-01-30,"Up","Up","No Move","Up"
2009-01-29,"Up Large","Up Large","Up","Up"
2009-01-28,"Down","Down","Down","Up"
2009-01-27,"Down","Down","Down","Down"
2009-01-26,"Down","Down","No Move","Up"
2009-01-23,"Up","Up","Up Large","Up"
2009-01-22,"Up","Up","Up","Up"
2009-01-21,"Down Large","Down Large","No Move","Up"
2009-01-20,"Up Large","Up Large","Up","Up Large"
2009-01-16,"Down","Down","Down","Up"
2009-01-15,"Down","No Move","Up","Up"
2009-01-14,"Up Large","Up Large","Up","Up"
2009-01-13,"Up","Up","No Move","Down"
2009-01-12,"Up","Up","No Move","Up"
2009-01-09,"Up","Up","Up","Up"
2009-01-08,"Up","Up","No Move","Down"
2009-01-07,"Up Large","Up Large","Up Large","Up"
2009-01-06,"Down","Down","Down","Down"
2009-01-05,"Up","Up","Up","Down"
2009-01-02,"Down Large","Down Large","Up","Up"
2008-12-31,"Down","Down","Up","No Move"
2008-12-30,"Down","Down","Down","Up"
2008-12-29,"Up","Up","No Move","No Move"
2008-12-26,"Down","Down","No Move","Down"
2008-12-24,"Down","Down","Up","Down"
2008-12-23,"Up","Up","Up","Up"
2008-12-22,"Up","Up","Up","Up"
2008-12-19,"Up","Up","Down","Up"
2008-12-18,"Up Large","Up Large","No Move","Up Large"
2008-12-17,"Up","Up","Up","Up"
2008-12-16,"Down Large","Down Large","Down","Up Large"
2008-12-15,"Up","Up","Up","Up"
2008-12-12,"Down","Down","Up","Up"
2008-12-11,"Up","Up","Up Large","Up"
2008-12-10,"Down","Down","Down","Up"
2008-12-09,"Up Large","Up Large","No Move","Up"
2008-12-08,"Down Large","Down Large","Down","Up Large"
2008-12-05,"Down Large","Down Large","No Move","Up Extreme"
2008-12-04,"Up","Up Large","Up","Up Large"
2008-12-03,"Down","Down","Up","Up Large"
2008-12-02,"Down Large","Down Large","Down","Up"
2008-12-01,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-11-28,"Down","Down","Up","No Move"
2008-11-26,"Down Large","Down Large","Up Large","Up Large"
2008-11-25,"Down","Down","Down","Up"
2008-11-24,"Down Large","Down Large","Down","Up Extreme"
2008-11-21,"Down Extreme","Down Extreme","No Move","Up Extreme"
2008-11-20,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-11-19,"Up Large","Up Large","Up","Up Extreme"
2008-11-18,"Down","Down","No Move","Up Large"
2008-11-17,"Up Large","Up Large","Up","Up"
2008-11-14,"Up Large","Up Large","Up Large","Up Large"
2008-11-13,"Down Extreme","Down Extreme","Up","Up Extreme"
2008-11-12,"Up Large","Up Large","Up","Up Large"
2008-11-11,"Up","Up","Up","Up"
2008-11-10,"Up","Up","Down","Up Large"
2008-11-07,"Down Large","Down Large","No Move","Up"
2008-11-06,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-11-05,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-11-04,"Down Large","Down Large","Down","Up"
2008-11-03,"No Move","No Move","Down","Down"
2008-10-31,"Down","Down","Up","Up"
2008-10-30,"Down","Down","Down Large","Up"
2008-10-29,"Up","Up","Up","Up Large"
2008-10-28,"Down Extreme","Down Extreme","Down","Up Extreme"
2008-10-27,"Up","Up","Up","Up Large"
2008-10-24,"Up Large","Up Large","Up","Up Large"
2008-10-23,"Down","Down","No Move","Up Extreme"
2008-10-22,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-10-21,"Up Large","Up Large","Up","Up"
2008-10-20,"Down Large","Down Large","No Move","Up Large"
2008-10-17,"Up","Up","Up","Up Extreme"
2008-10-16,"Down Large","Down Large","Up","Up Extreme"
2008-10-15,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-10-14,"Up","Up","Down","Up Extreme"
2008-10-13,"Down Extreme","Down Extreme","Down Large","Up Extreme"
2008-10-10,"Up","Up","Up","Up Extreme"
2008-10-09,"Up Extreme","Up Extreme","Down","Up Extreme"
2008-10-08,"Up","Up","Up","Up Large"
2008-10-07,"Up Extreme","Up Extreme","No Move","Up Extreme"
2008-10-06,"Up Large","Up Large","Up","Up Extreme"
2008-10-03,"Up","Up","Down","Up Large"
2008-10-02,"Up Large","Up Large","Up","Up Large"
2008-10-01,"Up","Up","Up","Up"
2008-09-30,"Down Extreme","Down Extreme","Down","Up Large"
2008-09-29,"Up Extreme","Up Extreme","Up","Up Extreme"
2008-09-26,"Down","Down","Up","Up"
2008-09-25,"Down","Down","Down","Up"
2008-09-24,"Up","Up","Up","No Move"
2008-09-23,"Up","Up","No Move","Up"
2008-09-22,"Up Large","Up Large","Down","Up Large"
2008-09-19,"Down Large","Down Large","Down","Up Large"
2008-09-18,"Down Large","Down Large","No Move","Up Extreme"
2008-09-17,"Up Extreme","Up Extreme","Up","Up Large"
2008-09-16,"Down","Down","Up Large","Up Large"
2008-09-15,"Up Extreme","Up Extreme","Up","Up Large"
2008-09-12,"No Move","No Move","Up","No Move"
2008-09-11,"Down","Down","Up","Up Large"
2008-09-10,"Down","Down","Down","No Move"
2008-09-09,"Up Large","Up Large","Down","Up Large"
2008-09-08,"Down Large","Down Large","Down","Up Large"
2008-09-05,"Down","Down","Up","Up"
2008-09-04,"Up Large","Up Large","No Move","Up Large"
2008-09-03,"Down","Down","Up","Down"
2008-09-02,"Up","Up","Down","Up"
2008-08-29,"Up","Up","Up","No Move"
2008-08-28,"Down Large","Down","Up","Up"
2008-08-27,"Down","Down","No Move","No Move"
2008-08-26,"Down","Down","Up","Down"
2008-08-25,"Up Large","Up Large","Up","Up"
2008-08-22,"Down","Down","Up","Up"
2008-08-21,"Down","No Move","Up","No Move"
2008-08-20,"Down","Down","Up","No Move"
2008-08-19,"Up","Up","Up","No Move"
2008-08-18,"Up","Up","No Move","Up"
2008-08-15,"Down","Down","Up","Down"
2008-08-14,"Down","Down","Up","Up"
2008-08-13,"Up","Up","Up","Up"
2008-08-12,"Up","Up","No Move","Up"
2008-08-11,"Down","Down","Up","Up"
2008-08-08,"Down","Down","Up","Down"
